Census Tract,CES 4.0 Score,CES 4.0 Percentile,CES 4.0 Percentile Range,Total Population,Children < 10 years (%),Pop 10-64 years (%),Elderly > 64 years (%),Hispanic (%),White (%),African American (%),Native American (%),Asian American (%),Other/Multiple (%),County
6073013303,30.189022874503198,59.077155824508303,55-60%,5111,11.92,71.45,16.63,71.79,16.98,3.35,0.1,5.93,1.86,San Diego County
6073013306,34.972415866667603,67.536560766515393,65-70%,4517,13.99,77.35,8.66,71.62,9.65,6.13,0,10.8,1.79,San Diego County
6073013307,42.771638108075202,79.122541603630907,75-80%,4780,13.66,71.74,14.6,79.94,10.44,0.73,0,7.85,1.05,San Diego County
6073013308,38.763609875784098,73.159354513363596,70-75%,3669,16.14,75.72,8.15,78.03,8.48,5.07,0,7.88,0.55,San Diego County
6073013309,28.598385573573498,56.076651538073598,55-60%,6733,10.66,75.81,13.53,64.37,23.48,0.49,0,10.26,1.4,San Diego County
6073013310,21.390335756496199,40.859808371154799,40-45%,31118,15.83,75.23,8.94,47.89,13.47,3.12,0.01,32.69,2.84,San Diego County
6073013311,11.8192561520168,17.372667675239502,15-20%,11136,12.5,78.38,9.12,51.28,15.08,4.93,0,25.83,2.89,San Diego County
6073013312,33.875867966820898,65.632879475542097,65-70%,2549,11.18,76.62,12.2,73.64,12.91,6.59,0.43,4.39,2.04,San Diego County
6073013313,17.522665845824001,31.6187594553707,30-35%,19689,17.59,75.24,7.17,40.2,15.03,7.44,0,33.28,4.06,San Diego County
6073013314,14.9687622111524,25.4790721129602,25-30%,22349,18.3,75.2,6.5,48.19,13.35,5.25,0.1,22.05,11.07,San Diego County
6073013401,30.276081540765901,59.266263237518899,55-60%,4374,14.33,67.63,18.04,60.91,32.81,0,0,5.92,0.37,San Diego County
6073013409,33.313183239011103,64.611699445284899,60-65%,5421,11.4,69.8,18.8,54.82,30.25,4.45,0,8.63,1.84,San Diego County
6073013410,8.7834139614389706,10.148764498235,10-15%,7827,14.83,73,12.16,45.74,24.66,5.43,0,18.42,5.75,San Diego County
6073013411,9.2885015639023507,11.1573373676248,10-15%,5160,10.83,66.01,23.16,44.73,32.64,3.08,0,14.94,4.61,San Diego County
6073013412,15.2980592406672,26.197680282400398,25-30%,4691,9.76,70.88,19.36,49.69,33.53,3.97,0,11.19,1.62,San Diego County
6073013414,14.681513145881899,24.735249621785201,20-25%,7428,8.68,74.76,16.56,42.29,26.25,5.24,0,22.33,3.89,San Diego County
6073013415,11.276035010109499,16.137165910237002,15-20%,1302,6.22,75.58,18.2,55.45,26.65,2,0,12.44,3.46,San Diego County
6073013416,7.9580559947288796,8.4089762985375707,5-10%,4261,10.73,73.6,15.68,46.82,28.28,9.67,0,12.46,2.77,San Diego County
6073013417,7.8722312553446301,8.2829046898638392,5-10%,2071,8.5,70.64,20.86,48.09,20.91,8.64,0.29,19.31,2.75,San Diego County
6073013418,9.6703782601236501,12.178517397882,10-15%,6698,11.68,73.47,14.86,63.38,16.09,2.75,0,14.34,3.43,San Diego County
6073013419,8.0880910348810406,8.7367624810892597,5-10%,8876,15.47,75.02,9.51,54.41,17.8,6.28,0,15.48,6.04,San Diego County
6073013420,14.4450537324309,24.167927382753401,20-25%,3468,11.76,77.08,11.16,32.3,23.85,8.07,0,30.63,5.16,San Diego County
6073013421,14.341464698035301,23.928391326273299,20-25%,4488,13.79,72.39,13.81,41.71,22.13,6.02,0,25.04,5.1,San Diego County
6073013503,19.422082070228701,35.968229954614202,35-40%,6265,12.87,71.32,15.82,42.03,34.08,14.19,0.81,5.32,3.58,San Diego County
6073013504,12.9111391517151,20.272314674735298,20-25%,3789,7.28,78.28,14.44,28.11,38.85,11.01,0.18,13.04,8.81,San Diego County
6073013505,16.056721286999402,28.000504286434701,25-30%,5676,14.71,70.47,14.82,25.39,44.84,17.02,0.6,4.23,7.93,San Diego County
6073013506,18.1460336068684,33.0433686333838,30-35%,4103,16.52,73.09,10.38,50.48,33.71,5.34,0.05,8.26,2.17,San Diego County
6073013601,14.421529204514,24.067070095814401,20-25%,5799,14,70.15,15.85,34.71,46.28,9.59,0,4.52,4.9,San Diego County
6073013604,9.8689250859816902,12.569339384770601,10-15%,6636,10.53,74.62,14.84,20.16,66.71,4.96,0,3.03,5.14,San Diego County
6073013605,9.9246222885986199,12.7458396369138,10-15%,6227,8.21,71.64,20.15,18.87,74.45,0.58,0,3.2,2.91,San Diego County
6073013606,11.96322242431,17.826525466465,15-20%,6480,9.6,69.63,20.77,19.31,62.84,4.74,0,4.72,8.4,San Diego County
6073013701,8.3915671891700399,9.4049420070600096,5-10%,2433,4.32,70.86,24.83,18.17,69.09,5.96,0,4.52,2.26,San Diego County
6073013702,27.699465050312298,54.324256177508801,50-55%,5528,15.23,73.06,11.7,39.16,36.16,12.74,0,6.5,5.45,San Diego County
6073013801,16.9572888306365,30.395864851235501,30-35%,4946,15.39,70.72,13.89,30.93,39.1,17.69,0.95,8.35,2.97,San Diego County
6073013802,28.663962239513602,56.2405446293495,55-60%,3523,20.83,73.6,5.56,55.58,21.29,16.69,0.23,2.3,3.92,San Diego County
6073013903,28.8737637390891,56.719616742309597,55-60%,4299,11.3,67.67,21.03,41.57,29.96,9.56,0,15.49,3.42,San Diego County
6073013905,10.6515915873225,14.536056480080701,10-15%,3897,9.34,79.27,11.39,29.28,36.85,13.93,0,12.42,7.52,San Diego County
6073013906,23.703411339114499,45.927887039838602,45-50%,5291,15.78,70.5,13.72,35.14,32.19,13.68,1.17,12.23,5.59,San Diego County
6073013907,23.227399677596399,44.982349974785699,40-45%,4670,18.91,72.36,8.74,70.94,13.4,9.49,0,6,0.17,San Diego County
6073013908,27.901785098083501,54.765506807866899,50-55%,4120,13.83,78.59,7.57,60,16,7.89,0.1,11.92,4.1,San Diego County
6073013909,14.5498500744892,24.470499243570298,20-25%,5068,12.31,74.37,13.32,53.79,26.93,5.51,0,10.54,3.24,San Diego County
6073014001,30.4683417001166,59.5814422592032,55-60%,4500,7.13,79,13.87,39.78,33.58,11.18,0,10.2,5.27,San Diego County
6073014002,19.3877263530098,35.9178013111447,35-40%,5051,12.83,73.97,13.21,47,27.58,12.49,0,9.03,3.9,San Diego County
6073014101,26.577900368281298,52.168431669188102,50-55%,3370,15.25,70.27,14.48,46.11,38.69,4.45,0,6.05,4.69,San Diego County
6073014102,20.348660252735499,38.388804841149799,35-40%,4198,8.62,73.01,18.37,42.73,9.86,28.78,0,13.53,5.1,San Diego County
6073014200,31.026893134791699,60.665658093797298,60-65%,6513,11.21,76.55,12.24,43.9,26.32,14.97,0.09,11.36,3.36,San Diego County
6073014300,40.697157832069003,76.122037317196202,75-80%,4131,10.24,79.81,9.95,57.95,28.2,7.21,0.19,5.2,1.23,San Diego County
6073014400,49.871726364329298,87.708018154311603,85-90%,4412,17.68,66.32,16,49.46,12.22,27.04,0,2.1,9.18,San Diego County
6073014500,34.431497203653699,66.5784165405951,65-70%,3880,19.97,68.99,11.03,39.43,35.93,14.18,0,6.52,3.94,San Diego County
6073014601,20.883459229612001,39.775592536560801,35-40%,4854,11,71.2,17.8,25.34,56.63,7.38,0,7.13,3.52,San Diego County
6073014602,18.264927111953799,33.396369137670199,30-35%,5445,15,70.65,14.34,21.87,43.12,17.1,0,13.83,4.08,San Diego County
6073014700,14.4130009147236,24.0418557740797,20-25%,8008,10.89,76.74,12.38,24.25,59.27,4.6,0.12,6.33,5.43,San Diego County
6073014803,23.251139016045201,45.0075642965204,45-50%,4818,8.18,74.76,17.06,20.36,60.65,4.21,0,13.11,1.66,San Diego County
6073014804,11.7101490117902,17.095310136157298,15-20%,4112,14.47,62.45,23.08,25.49,63.35,5.4,0,4.45,1.31,San Diego County
6073014805,18.3539842217134,33.585476550680802,30-35%,4358,12.35,74.69,12.96,14.64,61.36,6.24,0,10.56,7.21,San Diego County
6073014806,31.899663292392201,62.241553202218903,60-65%,2778,12.56,77.43,10.01,39.81,41.22,5.94,0,6.48,6.55,San Diego County
6073014901,23.6922381293884,45.890065557236497,45-50%,4086,10.21,74.89,14.9,20.95,62.48,7.05,0.39,1.32,7.81,San Diego County
6073014902,23.4573021381613,45.499243570348,45-50%,3176,9.54,79.35,11.11,24.15,61.52,2.33,0,2.93,9.07,San Diego County
6073015000,25.5233363944585,49.9117498739284,45-50%,7367,15.22,73.2,11.58,23.8,51.85,9.56,0.24,10.82,3.73,San Diego County
6073015100,12.846919066459799,20.070600100857298,20-25%,4916,12.59,73.47,13.93,19.57,65.74,7.22,0.28,5.22,1.95,San Diego County
6073015200,17.448783672790402,31.391830559757899,30-35%,3773,7.66,67.37,24.97,22.21,68.91,5.62,0,0.77,2.49,San Diego County
6073015301,30.916353423413302,60.476550680786701,60-65%,3560,16.6,77.33,6.07,18.09,65.22,0.98,0,2.07,13.62,San Diego County
6073015302,13.3308886259167,21.306101865859802,20-25%,4477,12.82,63.64,23.54,14.25,74,2.23,0,7.13,2.39,San Diego County
6073015403,15.7112295732221,27.130610186586001,25-30%,2619,11.26,66.36,22.37,5.69,85.26,0.61,0.34,4.09,4.01,San Diego County
6073015404,21.5844038148675,41.263237518910699,40-45%,7831,14.2,70.86,14.94,19.26,69.94,4.12,0,2.96,3.72,San Diego County
6073015405,6.2899744694235302,5.3202218860312698,5-10%,5569,8.33,73.71,17.96,20.47,75.2,0.2,0,1.98,2.15,San Diego County
6073015406,6.0059899503214398,4.63943519919314,1-5% (lowest scores),2468,8.51,68.76,22.73,17.63,78.89,0.16,0.65,0.41,2.27,San Diego County
6073015501,12.029247640761,18.066061522944999,15-20%,5180,9.9,74.07,16.02,23.71,72.03,0.39,1.7,0.29,1.89,San Diego County
6073015502,5.2729001021970596,3.51739788199697,1-5% (lowest scores),2889,14.26,67.53,18.21,7.96,84.67,0,3.67,1.39,2.32,San Diego County
6073015601,18.0375635402693,32.791225416036298,30-35%,6043,13.77,74.22,12.01,27.6,61.49,1.32,0,1.64,7.94,San Diego County
6073015602,12.396577224133001,18.998991427130601,15-20%,2432,9.87,69.98,20.15,20.19,73.56,0.95,0.16,1.44,3.7,San Diego County
6073015701,28.029199910174501,55.055471507816399,55-60%,5966,17.75,72.16,10.09,41.2,39.61,8.3,0,5.15,5.75,San Diego County
6073015703,32.100054525550902,62.581946545637898,60-65%,7146,17.67,71.3,11.03,23.08,60.97,7.18,0.14,2.17,6.47,San Diego County
6073015704,25.073696884921699,48.8653555219365,45-50%,3936,18.14,69.77,12.09,34.98,50.15,11.13,0,1.19,2.54,San Diego County
6073015801,35.239836643063803,67.939989914271294,65-70%,3544,16.93,73.5,9.57,33.66,48.34,11.51,0,3.41,3.08,San Diego County
6073015802,36.335779326022198,69.629349470499207,65-70%,4877,12.69,70.41,16.9,35.06,49.58,7.5,0.18,3.31,4.37,San Diego County
6073015901,46.665754896258001,84.026727181038794,80-85%,4037,17.79,79.29,2.92,45.03,41.44,5.5,0,4.41,3.62,San Diego County
6073015902,42.527285251731797,78.693898134140198,75-80%,5178,19.18,72.21,8.61,27.91,60.31,6.12,0.25,2.92,2.49,San Diego County
6073016000,34.793486105477299,67.233988905698396,65-70%,2265,10.99,75.85,13.16,30.82,56.73,3.8,0.22,4.77,3.66,San Diego County
6073016100,24.248493632456501,47.289460413514902,45-50%,6322,12.67,70.04,17.29,22.92,66.18,1.79,0.19,5.03,3.89,San Diego County
6073016201,24.2126688221074,47.201210287443303,45-50%,5382,10.24,69.29,20.48,17.5,73.13,2.38,0,4,2.99,San Diego County
6073016202,48.455015379989497,86.0943015632879,85-90%,3868,16.65,78.46,4.89,19.52,55.46,13.42,0.21,7.57,3.83,San Diego County
6073016301,36.520131874473599,69.906707009581396,65-70%,5338,19.2,74.67,6.13,25.59,50.21,13.62,0.49,3.26,6.84,San Diego County
6073016302,34.7101326392552,67.095310136157295,65-70%,5865,15.72,75,9.28,32.02,51.65,3.53,0.12,6.34,6.34,San Diego County
6073016401,22.445430630284001,43.166918809884002,40-45%,5340,11.09,71.35,17.57,27.45,62.23,1.67,0.28,3.15,5.22,San Diego County
6073016402,28.728903814798599,56.379223398890602,55-60%,8404,10.74,74.51,14.74,31.45,61.78,2.97,0.1,1.74,1.96,San Diego County
6073016502,33.016819560291303,64.094805849722604,60-65%,7635,10.43,79.04,10.53,24.56,63.16,4.74,0,5.02,2.53,San Diego County
6073016503,21.859285660805,41.918809884014102,40-45%,3481,21.09,68.63,10.28,28.07,53.81,7.01,0.43,7.64,3.05,San Diego County
6073016504,43.2168294601084,79.828542612203705,75-80%,6856,11.6,80.64,7.76,31.27,45.77,8.77,1.76,6.45,5.98,San Diego County
6073016605,9.9031956659922695,12.6828038325769,10-15%,7830,13.83,65.81,20.36,15.86,73.42,1.61,0.68,5.68,2.75,San Diego County
6073016606,10.7090115100241,14.6999495713565,10-15%,3575,14.24,73.06,12.7,21.29,69.06,0.64,0.34,3.33,5.34,San Diego County
6073016607,13.4022593089037,21.4699949571357,20-25%,7432,15.31,70.8,13.89,19.5,69.87,2.38,0,5.14,3.11,San Diego County
6073016608,13.195652800762099,20.8774583963691,20-25%,2737,12.5,73.33,14.18,12.39,73.11,8.07,0.22,0.84,5.37,San Diego County
6073016609,5.66379787393232,4.0468986384266303,1-5% (lowest scores),5467,14.96,75.31,9.73,18.36,71.76,0.07,0.49,5.6,3.71,San Diego County
6073016610,10.010459735321,12.947554210791701,10-15%,4082,12.76,78.74,8.5,16.68,70.97,1.32,0,3.45,7.57,San Diego County
6073016612,6.6796767825794801,6.0766515380736301,5-10%,5936,14.3,70.57,15.13,15.7,71.9,1.43,1.36,4.9,4.7,San Diego County
6073016613,9.3714981275023099,11.3212304589007,10-15%,1881,7.87,78.95,13.18,15.26,72.99,1.28,0,8.19,2.29,San Diego County
6073016614,11.4642722605698,16.515380736258201,15-20%,3987,16.2,75.92,7.88,17.88,70.73,0.58,0,3.89,6.92,San Diego County
6073016615,11.9843808053839,17.9021684316692,15-20%,4488,10.25,80.86,8.89,21.84,63.17,3.61,0.53,6.28,4.57,San Diego County
6073016616,18.061081789424598,32.854261220373203,30-35%,4441,14.46,72.75,12.79,20.36,68.86,2.32,0,3.56,4.91,San Diego County
6073016617,28.7276109291473,56.366616238023198,55-60%,3453,11.32,66.38,22.3,19.66,67.83,2.87,0.93,2.55,6.17,San Diego County
6073016701,17.413720404048998,31.3035804336863,30-35%,9508,9.62,76.34,14.04,12.83,68.13,3.4,1.49,10.48,3.67,San Diego County
6073016702,26.628261733469699,52.269288956127099,50-55%,8517,12.81,67.48,19.71,21.36,69.36,2.29,1.02,1.97,4,San Diego County
6073016802,13.7519423142677,22.339889056984401,20-25%,7213,7.39,66.66,25.95,9,85.12,0.33,0,1.27,4.28,San Diego County
6073016804,28.300510419774799,55.471507816439697,55-60%,7501,13.12,79.7,7.19,19.24,70.95,1.07,4.16,2.61,1.97,San Diego County
6073016806,10.9972909100445,15.456379223398899,15-20%,4856,10.5,74.88,14.62,31.78,59.76,0.66,0,5.62,2.18,San Diego County
6073016807,14.7874707857596,25.0126071608674,25-30%,7615,10.91,74.69,14.39,18.8,69.73,0.2,0.75,3.3,7.22,San Diego County
6073016809,15.817193701495,27.3953605648008,25-30%,5625,14.54,71.24,14.22,20.2,71.32,1.6,0,3.38,3.5,San Diego County
6073016810,13.226711009812,20.9783156833081,20-25%,3022,11.18,73.79,15.02,12.71,80.48,0,0,2.85,3.97,San Diego County
6073016811,10.667147958657401,14.573877962682801,10-15%,4818,9.88,72.52,17.6,19.36,66.36,5.23,0,7.3,1.74,San Diego County
6073016901,20.145907068269501,37.846696923852697,35-40%,7427,16.74,67.16,16.1,13.5,72.55,5.09,0.58,3.41,4.87,San Diego County
6073016902,16.6605051947428,29.538577912254201,25-30%,2841,12.11,73.92,13.97,16.23,63.71,1.51,13.83,1.2,3.52,San Diego County
6073017006,5.47352272529531,3.80736258194655,1-5% (lowest scores),2957,13.63,62.94,23.44,4.13,79.37,2.98,0,9.37,4.16,San Diego County
6073017009,13.404485954132801,21.482602118003001,20-25%,4857,15.87,69.9,14.23,28.62,56.31,1.46,0,10.09,3.52,San Diego County
6073017010,5.4396957474184298,3.7317196167423101,1-5% (lowest scores),3275,13.71,72.82,13.47,12.49,65.13,1.53,0.37,13.22,7.27,San Diego County
6073017014,6.5298019924342103,5.8119011598587997,5-10%,2553,0,25.93,74.07,8.42,83.82,1.21,0,5.8,0.74,San Diego County
6073017015,12.0060947809475,17.965204236006102,15-20%,7756,12.21,70.29,17.5,16.5,58.91,2.53,0,16.4,5.66,San Diego County
6073017018,15.3720961322474,26.399394856278398,25-30%,4087,9.98,76.02,14,16.71,35.82,3.82,0,34.16,9.49,San Diego County
6073017019,9.0010101624750192,10.6278366111952,10-15%,6673,4.14,49.71,46.16,10.13,78.53,2.14,0,7.3,1.9,San Diego County
6073017020,5.7061487096066497,4.0973272818961197,1-5% (lowest scores),3675,8.03,70.29,21.69,9.22,77.8,0,0,8.49,4.49,San Diego County
6073017021,3.0735391742386602,0.70600100857286896,1-5% (lowest scores),3368,7.69,70.22,22.09,8.02,81.5,0.77,0,3.8,5.91,San Diego County
6073017022,7.6154175586069597,7.9299041855774099,5-10%,5469,12.49,68.51,19,8.74,68.57,2.51,0,15.41,4.77,San Diego County
6073017029,7.5541254279875796,7.7912254160363101,5-10%,8548,7.44,75.12,17.44,8.21,71.84,0,0.74,15.36,3.85,San Diego County
6073017030,14.4807946477444,24.293998991427099,20-25%,25348,21.41,67.48,11.11,6.24,50.45,1.97,0.48,36.13,4.73,San Diego County
6073017031,8.5822487879745992,9.7957639939485599,5-10%,4170,16.91,74.24,8.85,19.45,55.28,0.02,0,20.31,4.94,San Diego County
6073017032,10.414580913069001,13.8552697932426,10-15%,15361,14.48,76.41,9.1,8.76,42.2,1.35,0,38.77,8.93,San Diego County
6073017033,4.4354390278336204,2.14321734745335,1-5% (lowest scores),4936,12.09,74.9,13.01,10.39,53.97,1.32,0,31.38,2.94,San Diego County
6073017034,8.0149281064548195,8.5476550680786705,5-10%,5054,16.62,72.85,10.53,17,53.76,2.33,0.42,21.45,5.05,San Diego County
6073017035,13.8388224442221,22.554210791729702,20-25%,3505,10.9,74.55,14.55,10.7,44.91,7.42,0,28.13,8.84,San Diego County
6073017036,7.1009296161813902,6.9465456379223403,5-10%,3606,16.47,71.16,12.37,11.67,50.78,4.91,0,22.74,9.9,San Diego County
6073017037,13.8548925741697,22.655068078668702,20-25%,5575,13.09,73.38,13.52,21.47,48.3,2.04,0,26.41,1.78,San Diego County
6073017039,10.488768737601299,14.0695915279879,10-15%,7364,13.65,72.35,14,9.74,54.29,1.28,0.2,30.93,3.56,San Diego County
6073017040,10.7376840957768,14.7881996974281,10-15%,4488,10.87,71.26,17.87,14.75,57.42,2.27,0,19.12,6.44,San Diego County
6073017041,15.3708659518137,26.374180534543601,25-30%,5923,13.62,72.8,13.57,13.84,67.92,3.73,0,10.96,3.55,San Diego County
6073017042,10.297668896728,13.716591023701501,10-15%,8163,15.12,77.96,6.92,9.09,48.33,1.94,0,34.69,5.95,San Diego County
6073017043,14.7442888887379,24.873928391326299,20-25%,6780,14.94,79.38,5.68,18.47,38.63,1.98,0.28,35.26,5.38,San Diego County
6073017044,4.2111941479164798,1.91628845184065,1-5% (lowest scores),5826,16.34,75.42,8.24,8.24,50.57,2.85,0,33.5,4.84,San Diego County
6073017045,8.2419708463658505,9.0393343419061996,5-10%,2686,10.72,74.24,15.04,8.12,49.07,1.04,0,35.15,6.63,San Diego County
6073017046,8.3404513612382303,9.1906202723146695,5-10%,4037,11.22,69.14,19.64,7.73,60.19,0.99,0.15,25.27,5.67,San Diego County
6073017047,4.1419982017632,1.73978819969743,1-5% (lowest scores),3971,13.67,70.11,16.22,13.83,66.18,0.65,0,14.08,5.26,San Diego County
6073017048,20.736599231258101,39.3721633888048,35-40%,6758,14.1,75.97,9.93,33.46,47.01,0.27,0.22,15.11,3.94,San Diego County
6073017049,21.193953450429301,40.393343419061999,40-45%,3364,15.67,73.63,10.7,24.82,59.01,1.49,0,10.82,3.86,San Diego County
6073017050,12.985271657838499,20.499243570348,20-25%,3104,12.44,66.78,20.78,16.53,58.6,1.51,0,19.72,3.64,San Diego County
6073017051,5.2651037977492603,3.4921835602622302,1-5% (lowest scores),5188,12.45,65.03,22.51,11.08,56.17,6.67,0,17.45,8.64,San Diego County
6073017052,6.0237311648244303,4.7150781643973803,1-5% (lowest scores),5277,13.53,72.41,14.06,12.45,49.82,0,0.4,29.43,7.9,San Diego County
6073017053,8.6801894901159695,9.8966212808875405,5-10%,3305,8.05,71.62,20.33,8.96,77.22,0.09,0,5.99,7.75,San Diego County
6073017054,4.0722987894712599,1.6515380736258201,1-5% (lowest scores),5731,11.57,64.23,24.2,14.12,73.44,1.43,0.16,6.46,4.4,San Diego County
6073017055,3.5642181162808901,1.08421583459405,1-5% (lowest scores),5453,12.21,75.94,11.85,5.28,48.27,1.3,0,42.49,2.66,San Diego County
6073017056,5.8242995740596299,4.3494704992435702,1-5% (lowest scores),4486,12.44,77.66,9.9,18.72,47.68,2.59,0.09,28.71,2.21,San Diego County
6073017104,6.0033024896090303,4.6268280383257698,1-5% (lowest scores),3906,13.8,67.43,18.77,12.93,79.47,0,0,2.79,4.81,San Diego County
6073017106,6.40492932954169,5.5345436207766001,5-10%,4538,6.41,63.79,29.79,10.67,84.6,0,0,2.75,1.98,San Diego County
6073017107,4.45955661949528,2.2188603126575899,1-5% (lowest scores),2874,13.47,69.87,16.67,8.07,78.43,0.1,0,9.95,3.44,San Diego County
6073017108,8.2513791601662696,9.0519415027735803,5-10%,4859,13.48,69.54,16.98,10.66,79.05,1.03,0,4.8,4.47,San Diego County
6073017109,8.2902407474529998,9.1527987897125591,5-10%,7115,13.44,75.69,10.88,5.73,82.21,0.15,0,9.17,2.73,San Diego County
6073017110,9.5070605127549399,11.737266767524,10-15%,11906,13.04,73.56,13.41,17.85,66.66,1.8,1.85,7.99,3.86,San Diego County
6073017200,5.0485003446693497,3.11396873424105,1-5% (lowest scores),4301,4.49,68.01,27.51,10.81,82.54,1.23,0,1.67,3.74,San Diego County
6073017303,4.4481510085057696,2.1936459909228399,1-5% (lowest scores),2932,10.91,68.52,20.57,10.85,80.25,1.57,0,4.26,3.07,San Diego County
6073017304,10.708192177194499,14.687342410489199,10-15%,5982,11.52,70.49,17.99,24.26,68.39,0.37,0.27,4.26,2.46,San Diego County
6073017305,3.9915878055352398,1.5254664649520899,1-5% (lowest scores),3250,8.28,61.97,29.75,4.46,86.43,0.86,0,5.69,2.55,San Diego County
6073017306,2.8853685889001,0.60514372163388797,1-5% (lowest scores),2439,5.86,64.17,29.97,7.71,83.39,0,0,6.68,2.21,San Diego County
6073017401,10.0956414901909,13.161875945537099,10-15%,5686,6.21,72.83,20.96,10.27,84.58,0,0,2.22,2.94,San Diego County
6073017403,6.1763951162163302,5.0302571860816903,5-10%,5345,9.07,67.69,23.24,11.3,81.65,0,0.47,3.76,2.83,San Diego County
6073017404,12.0044616430194,17.952597075138701,15-20%,7099,11.34,64.84,23.82,13.75,80.03,1.27,0,3.21,1.75,San Diego County
6073017501,10.0318844716566,13.035804336863301,10-15%,2898,5.35,75.05,19.6,15.32,76.85,0.31,0.31,3,4.21,San Diego County
6073017502,15.994457378045899,27.7861825516894,25-30%,3713,11.07,76.46,12.47,27.31,63.53,1.83,0.32,3.99,3.02,San Diego County
6073017601,4.0158314133195496,1.55068078668684,1-5% (lowest scores),5584,7.38,54.46,38.16,4.73,85.3,0.2,0.79,6,2.99,San Diego County
6073017603,15.2534631143889,26.1346444780635,25-30%,2573,11.27,72.68,16.05,31.13,65.45,0.31,0.51,2.18,0.43,San Diego County
6073017604,13.0167393700881,20.562279374684799,20-25%,7441,12.96,62.89,24.15,17.32,73.12,2.18,0,5.13,2.24,San Diego County
6073017701,13.4587815428696,21.583459404942001,20-25%,5141,12.41,76.97,10.62,13.89,76.79,0.64,0.31,3.58,4.79,San Diego County
6073017702,7.5715625608923496,7.8290468986384303,5-10%,3627,11.47,75.3,13.23,14.23,82.3,0,0,2.54,0.94,San Diego County
6073017801,11.049042615139999,15.582450832072601,15-20%,6842,7.5,77.29,15.21,18.21,66.12,0,0.29,8.18,7.19,San Diego County
6073017808,5.30657613097494,3.5678265254664701,1-5% (lowest scores),6482,9.64,65,25.36,7.68,78.25,0,0,12.15,1.91,San Diego County
6073017809,7.0828081476536999,6.8835098335854799,5-10%,2214,10.34,71.05,18.61,12.06,80.08,0.09,1.04,2.98,3.75,San Diego County
6073017810,5.4562764156292198,3.7695410993444298,1-5% (lowest scores),4578,9.44,67.34,23.22,6.73,85.36,1.4,0,4.15,2.36,San Diego County
6073017811,4.2298221382552104,1.9667170953101401,1-5% (lowest scores),6665,15.33,70.59,14.07,11.84,74.01,0.33,0,10.11,3.71,San Diego County
6073017813,9.6215234626410098,12.0146243066062,10-15%,4018,9.21,65.48,25.31,7.32,83.95,0,0,6.07,2.66,San Diego County
6073017900,16.732718905653101,29.727685325264801,25-30%,7099,8.37,77.69,13.95,35.98,57.08,0.83,0,2.32,3.79,San Diego County
6073018000,9.8448329609217495,12.5063035804337,10-15%,3258,9.82,67.86,22.31,10.16,86.59,0.49,0.31,1.75,0.71,San Diego County
6073018100,17.5577639082682,31.719616742309601,30-35%,6114,9.52,76.76,13.72,26.05,65.69,0.31,2.88,2.74,2.34,San Diego County
6073018200,37.314349911816997,71.091780131114504,70-75%,6754,15.38,75.66,8.96,53.38,35.59,2.49,1.29,0.95,6.31,San Diego County
6073018300,13.0638163530508,20.700958144225901,20-25%,2119,4.67,72.72,22.61,14.77,76.26,2.88,0,3.26,2.83,San Diego County
6073018400,26.049788409314601,51.033787191124603,50-55%,3399,11.15,69.14,19.71,41.34,47.25,2.44,0,4.18,4.8,San Diego County
6073018504,18.1940989424847,33.207261724659602,30-35%,6595,12.39,72.46,15.15,19,71.01,1.23,0,4.05,4.72,San Diego County
6073018507,16.899627597820501,30.219364599092302,30-35%,10139,13.17,75.85,10.99,43.69,36.74,6.77,0,9.38,3.42,San Diego County
6073018509,32.6342858071162,63.489662128088803,60-65%,5454,14.48,76.44,9.08,65.31,18.3,8.29,0,5.13,2.97,San Diego County
6073018510,14.9039487922145,25.302571860816901,25-30%,2816,11.86,74.93,13.21,45.63,43.15,4.47,0.21,4.62,1.92,San Diego County
6073018511,19.8766208911759,37.228946041351499,35-40%,5502,13.99,75.68,10.32,41.53,39.08,3.83,0,8.22,7.34,San Diego County
6073018512,12.281427487039499,18.6838124054463,15-20%,3960,6.64,46.82,46.54,24.77,63.51,6.79,0,2.8,2.12,San Diego County
6073018513,12.466745712152701,19.1502773575391,15-20%,9921,13.76,73.05,13.19,28.7,49.17,4.96,1,10.2,5.98,San Diego County
6073018514,13.854706818807101,22.642460917801301,20-25%,8953,7.1,76.72,16.17,26.33,50.08,11.64,0,9.37,2.58,San Diego County
6073018515,17.2987003315633,31.064044377206301,30-35%,4767,9.25,69.71,21.04,16.45,68.18,3.69,0.61,6.52,4.55,San Diego County
6073018516,19.7150773301884,36.762481089258699,35-40%,3899,13.31,73.12,13.57,38.04,42.16,1.95,0,12.36,5.49,San Diego County
6073018517,24.081132177808598,46.911245587493703,45-50%,4704,8.33,74.21,17.45,28.42,58.57,1.4,3.78,6.31,1.51,San Diego County
6073018518,22.398250730103701,43.015632879475497,40-45%,3764,13.26,77.39,9.35,67.14,24.63,1.51,0,3.93,2.79,San Diego County
6073018519,21.496653987698,41.124558749369598,40-45%,5546,13.47,75.35,11.18,63.85,22.16,4.89,1.15,3.12,4.83,San Diego County
6073018601,23.349253750976601,45.29752899647,45-50%,5491,12.37,76.82,10.82,27.75,51.58,3.9,0.16,10.33,6.28,San Diego County
